Year,Decadal_Period,Month_Number,Month_Name,State,Geopolitical_Zone,Broad_Region,Hydrological_Risk_Zone,Monthly_Rainfall_mm,Annual_Rainfall_mm,Rainfall_Anomaly_Pct,Mean_Temperature_C,Temperature_Anomaly_C,Atmospheric_Moisture_Capacity_Index,Off_Season_Rainfall_Flag,Flood_Occurred,Flood_Mechanism,Dam_Water_Release,Total_Deaths,Total_Displaced,Farmland_Submerged_Ha,Economic_Loss_Billion_NGN
2006,1990-2009 (Baseline),4,April,Zamfara,North West,North,Inland_Savanna,31.92,797.96,5.0,28.18,0.585,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),5,May,Zamfara,North West,North,Inland_Savanna,63.84,797.96,5.0,28.18,0.585,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),6,June,Zamfara,North West,North,Inland_Savanna,111.71,797.96,5.0,28.18,0.585,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),7,July,Zamfara,North West,North,Inland_Savanna,207.47,797.96,5.0,28.18,0.585,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),8,August,Zamfara,North West,North,Inland_Savanna,239.39,797.96,5.0,28.18,0.585,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),9,September,Zamfara,North West,North,Inland_Savanna,111.71,797.96,5.0,28.18,0.585,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),10,October,Zamfara,North West,North,Inland_Savanna,23.94,797.96,5.0,28.18,0.585,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),11,November,Zamfara,North West,North,Inland_Savanna,0.0,797.96,0.0,28.18,0.585,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),12,December,Zamfara,North West,North,Inland_Savanna,0.0,797.96,0.0,28.18,0.585,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),1,January,Adamawa,North East,North,Riverine_Confluence,0.0,988.78,0.0,28.44,0.544,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),2,February,Adamawa,North East,North,Riverine_Confluence,0.0,988.78,0.0,28.44,0.544,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),3,March,Adamawa,North East,North,Riverine_Confluence,9.89,988.78,3.0,28.44,0.544,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),4,April,Adamawa,North East,North,Riverine_Confluence,39.55,988.78,3.0,28.44,0.544,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),5,May,Adamawa,North East,North,Riverine_Confluence,79.1,988.78,3.0,28.44,0.544,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),6,June,Adamawa,North East,North,Riverine_Confluence,138.43,988.78,3.0,28.44,0.544,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),7,July,Adamawa,North East,North,Riverine_Confluence,257.08,988.78,3.0,28.44,0.544,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),8,August,Adamawa,North East,North,Riverine_Confluence,296.63,988.78,3.0,28.44,0.544,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),9,September,Adamawa,North East,North,Riverine_Confluence,138.43,988.78,3.0,28.44,0.544,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),10,October,Adamawa,North East,North,Riverine_Confluence,29.66,988.78,3.0,28.44,0.544,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),11,November,Adamawa,North East,North,Riverine_Confluence,0.0,988.78,0.0,28.44,0.544,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),12,December,Adamawa,North East,North,Riverine_Confluence,0.0,988.78,0.0,28.44,0.544,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),1,January,Bauchi,North East,North,Inland_Savanna,0.0,914.54,0.0,27.31,0.508,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),2,February,Bauchi,North East,North,Inland_Savanna,0.0,914.54,0.0,27.31,0.508,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),3,March,Bauchi,North East,North,Inland_Savanna,9.15,914.54,6.4,27.31,0.508,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),4,April,Bauchi,North East,North,Inland_Savanna,36.58,914.54,6.3,27.31,0.508,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),5,May,Bauchi,North East,North,Inland_Savanna,73.16,914.54,6.3,27.31,0.508,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),6,June,Bauchi,North East,North,Inland_Savanna,128.04,914.54,6.3,27.31,0.508,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),7,July,Bauchi,North East,North,Inland_Savanna,237.78,914.54,6.3,27.31,0.508,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),8,August,Bauchi,North East,North,Inland_Savanna,274.36,914.54,6.3,27.31,0.508,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),9,September,Bauchi,North East,North,Inland_Savanna,128.04,914.54,6.3,27.31,0.508,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),10,October,Bauchi,North East,North,Inland_Savanna,27.44,914.54,6.4,27.31,0.508,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),11,November,Bauchi,North East,North,Inland_Savanna,0.0,914.54,0.0,27.31,0.508,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),12,December,Bauchi,North East,North,Inland_Savanna,0.0,914.54,0.0,27.31,0.508,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),1,January,Borno,North East,North,Riverine_Confluence,0.0,582.97,0.0,28.24,0.444,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),2,February,Borno,North East,North,Riverine_Confluence,0.0,582.97,0.0,28.24,0.444,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),3,March,Borno,North East,North,Riverine_Confluence,5.83,582.97,4.1,28.24,0.444,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),4,April,Borno,North East,North,Riverine_Confluence,23.32,582.97,4.1,28.24,0.444,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),5,May,Borno,North East,North,Riverine_Confluence,46.64,582.97,4.1,28.24,0.444,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),6,June,Borno,North East,North,Riverine_Confluence,81.62,582.97,4.1,28.24,0.444,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),7,July,Borno,North East,North,Riverine_Confluence,151.57,582.97,4.1,28.24,0.444,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),8,August,Borno,North East,North,Riverine_Confluence,174.89,582.97,4.1,28.24,0.444,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),9,September,Borno,North East,North,Riverine_Confluence,81.62,582.97,4.1,28.24,0.444,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),10,October,Borno,North East,North,Riverine_Confluence,17.49,582.97,4.1,28.24,0.444,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),11,November,Borno,North East,North,Riverine_Confluence,0.0,582.97,0.0,28.24,0.444,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),12,December,Borno,North East,North,Riverine_Confluence,0.0,582.97,0.0,28.24,0.444,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),1,January,Gombe,North East,North,Inland_Savanna,0.0,890.05,0.0,27.89,0.391,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),2,February,Gombe,North East,North,Inland_Savanna,0.0,890.05,0.0,27.89,0.391,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),3,March,Gombe,North East,North,Inland_Savanna,8.9,890.05,9.9,27.89,0.391,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),4,April,Gombe,North East,North,Inland_Savanna,35.6,890.05,9.9,27.89,0.391,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),5,May,Gombe,North East,North,Inland_Savanna,71.2,890.05,9.9,27.89,0.391,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),6,June,Gombe,North East,North,Inland_Savanna,124.61,890.05,9.9,27.89,0.391,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),7,July,Gombe,North East,North,Inland_Savanna,231.41,890.05,9.9,27.89,0.391,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),8,August,Gombe,North East,North,Inland_Savanna,267.02,890.05,9.9,27.89,0.391,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),9,September,Gombe,North East,North,Inland_Savanna,124.61,890.05,9.9,27.89,0.391,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),10,October,Gombe,North East,North,Inland_Savanna,26.7,890.05,9.9,27.89,0.391,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),11,November,Gombe,North East,North,Inland_Savanna,0.0,890.05,0.0,27.89,0.391,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),12,December,Gombe,North East,North,Inland_Savanna,0.0,890.05,0.0,27.89,0.391,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),1,January,Taraba,North East,North,Riverine_Confluence,0.0,1259.4,0.0,28.08,0.48,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),2,February,Taraba,North East,North,Riverine_Confluence,0.0,1259.4,0.0,28.08,0.48,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),3,March,Taraba,North East,North,Riverine_Confluence,12.59,1259.4,3.2,28.08,0.48,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),4,April,Taraba,North East,North,Riverine_Confluence,50.38,1259.4,3.2,28.08,0.48,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),5,May,Taraba,North East,North,Riverine_Confluence,100.75,1259.4,3.2,28.08,0.48,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),6,June,Taraba,North East,North,Riverine_Confluence,176.32,1259.4,3.2,28.08,0.48,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),7,July,Taraba,North East,North,Riverine_Confluence,327.44,1259.4,3.2,28.08,0.48,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),8,August,Taraba,North East,North,Riverine_Confluence,377.82,1259.4,3.2,28.08,0.48,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),9,September,Taraba,North East,North,Riverine_Confluence,176.32,1259.4,3.2,28.08,0.48,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),10,October,Taraba,North East,North,Riverine_Confluence,37.78,1259.4,3.2,28.08,0.48,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),11,November,Taraba,North East,North,Riverine_Confluence,0.0,1259.4,0.0,28.08,0.48,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),12,December,Taraba,North East,North,Riverine_Confluence,0.0,1259.4,0.0,28.08,0.48,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),1,January,Yobe,North East,North,Sahel_Arid,0.0,541.27,0.0,28.46,0.463,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),2,February,Yobe,North East,North,Sahel_Arid,0.0,541.27,0.0,28.46,0.463,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),3,March,Yobe,North East,North,Sahel_Arid,5.41,541.27,4.0,28.46,0.463,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),4,April,Yobe,North East,North,Sahel_Arid,21.65,541.27,4.1,28.46,0.463,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),5,May,Yobe,North East,North,Sahel_Arid,43.3,541.27,4.1,28.46,0.463,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),6,June,Yobe,North East,North,Sahel_Arid,75.78,541.27,4.1,28.46,0.463,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),7,July,Yobe,North East,North,Sahel_Arid,140.73,541.27,4.1,28.46,0.463,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),8,August,Yobe,North East,North,Sahel_Arid,162.38,541.27,4.1,28.46,0.463,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),9,September,Yobe,North East,North,Sahel_Arid,75.78,541.27,4.1,28.46,0.463,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),10,October,Yobe,North East,North,Sahel_Arid,16.24,541.27,4.1,28.46,0.463,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),11,November,Yobe,North East,North,Sahel_Arid,0.0,541.27,0.0,28.46,0.463,1.033,0,0,None,0,0,0,0,0.0
2006,1990-2009 (Baseline),12,December,Yobe,North East,North,Sahel_Arid,0.0,541.27,0.0,28.46,0.463,1.033,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),1,January,Bayelsa,South South,South,Riverine_Confluence,35.13,3513.12,11.5,27.91,0.714,1.047,1,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),2,February,Bayelsa,South South,South,Riverine_Confluence,105.39,3513.12,11.5,27.91,0.714,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),3,March,Bayelsa,South South,South,Riverine_Confluence,210.79,3513.12,11.5,27.91,0.714,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),4,April,Bayelsa,South South,South,Riverine_Confluence,316.18,3513.12,11.5,27.91,0.714,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),5,May,Bayelsa,South South,South,Riverine_Confluence,421.57,3513.12,11.5,27.91,0.714,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),6,June,Bayelsa,South South,South,Riverine_Confluence,526.97,3513.12,11.5,27.91,0.714,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),7,July,Bayelsa,South South,South,Riverine_Confluence,632.36,3513.12,11.5,27.91,0.714,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),8,August,Bayelsa,South South,South,Riverine_Confluence,386.44,3513.12,11.5,27.91,0.714,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),9,September,Bayelsa,South South,South,Riverine_Confluence,562.1,3513.12,11.5,27.91,0.714,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),10,October,Bayelsa,South South,South,Riverine_Confluence,245.92,3513.12,11.5,27.91,0.714,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),11,November,Bayelsa,South South,South,Riverine_Confluence,70.26,3513.12,11.5,27.91,0.714,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),12,December,Bayelsa,South South,South,Riverine_Confluence,0.0,3513.12,0.0,27.91,0.714,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),1,January,Rivers,South South,South,Coastal_Urban,32.15,3215.49,11.6,27.82,0.719,1.047,1,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),2,February,Rivers,South South,South,Coastal_Urban,96.46,3215.49,11.6,27.82,0.719,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),3,March,Rivers,South South,South,Coastal_Urban,192.93,3215.49,11.6,27.82,0.719,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),4,April,Rivers,South South,South,Coastal_Urban,289.39,3215.49,11.6,27.82,0.719,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),5,May,Rivers,South South,South,Coastal_Urban,385.86,3215.49,11.6,27.82,0.719,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),6,June,Rivers,South South,South,Coastal_Urban,482.32,3215.49,11.6,27.82,0.719,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),7,July,Rivers,South South,South,Coastal_Urban,578.79,3215.49,11.6,27.82,0.719,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),8,August,Rivers,South South,South,Coastal_Urban,353.7,3215.49,11.6,27.82,0.719,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),9,September,Rivers,South South,South,Coastal_Urban,514.48,3215.49,11.6,27.82,0.719,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),10,October,Rivers,South South,South,Coastal_Urban,225.08,3215.49,11.6,27.82,0.719,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),11,November,Rivers,South South,South,Coastal_Urban,64.31,3215.49,11.6,27.82,0.719,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),12,December,Rivers,South South,South,Coastal_Urban,0.0,3215.49,0.0,27.82,0.719,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),1,January,Akwa Ibom,South South,South,Coastal_Urban,29.37,2936.71,8.0,27.84,0.836,1.047,1,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),2,February,Akwa Ibom,South South,South,Coastal_Urban,88.1,2936.71,8.0,27.84,0.836,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),3,March,Akwa Ibom,South South,South,Coastal_Urban,176.2,2936.71,8.0,27.84,0.836,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),4,April,Akwa Ibom,South South,South,Coastal_Urban,264.3,2936.71,8.0,27.84,0.836,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),5,May,Akwa Ibom,South South,South,Coastal_Urban,352.41,2936.71,8.0,27.84,0.836,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),6,June,Akwa Ibom,South South,South,Coastal_Urban,440.51,2936.71,8.0,27.84,0.836,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),7,July,Akwa Ibom,South South,South,Coastal_Urban,528.61,2936.71,8.0,27.84,0.836,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),8,August,Akwa Ibom,South South,South,Coastal_Urban,323.04,2936.71,8.0,27.84,0.836,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),9,September,Akwa Ibom,South South,South,Coastal_Urban,469.87,2936.71,8.0,27.84,0.836,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),10,October,Akwa Ibom,South South,South,Coastal_Urban,205.57,2936.71,8.0,27.84,0.836,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),11,November,Akwa Ibom,South South,South,Coastal_Urban,58.73,2936.71,8.0,27.84,0.836,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),12,December,Akwa Ibom,South South,South,Coastal_Urban,0.0,2936.71,0.0,27.84,0.836,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),1,January,Cross River,South South,South,Riverine_Confluence,28.21,2820.78,6.5,27.47,0.671,1.047,1,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),2,February,Cross River,South South,South,Riverine_Confluence,84.62,2820.78,6.4,27.47,0.671,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),3,March,Cross River,South South,South,Riverine_Confluence,169.25,2820.78,6.4,27.47,0.671,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),4,April,Cross River,South South,South,Riverine_Confluence,253.87,2820.78,6.4,27.47,0.671,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),5,May,Cross River,South South,South,Riverine_Confluence,338.49,2820.78,6.4,27.47,0.671,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),6,June,Cross River,South South,South,Riverine_Confluence,423.12,2820.78,6.4,27.47,0.671,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),7,July,Cross River,South South,South,Riverine_Confluence,507.74,2820.78,6.4,27.47,0.671,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),8,August,Cross River,South South,South,Riverine_Confluence,310.29,2820.78,6.4,27.47,0.671,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),9,September,Cross River,South South,South,Riverine_Confluence,451.32,2820.78,6.4,27.47,0.671,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),10,October,Cross River,South South,South,Riverine_Confluence,197.45,2820.78,6.4,27.47,0.671,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),11,November,Cross River,South South,South,Riverine_Confluence,56.42,2820.78,6.5,27.47,0.671,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),12,December,Cross River,South South,South,Riverine_Confluence,0.0,2820.78,0.0,27.47,0.671,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),1,January,Delta,South South,South,Riverine_Confluence,26.59,2659.36,8.5,27.96,0.664,1.047,1,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),2,February,Delta,South South,South,Riverine_Confluence,79.78,2659.36,8.5,27.96,0.664,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),3,March,Delta,South South,South,Riverine_Confluence,159.56,2659.36,8.5,27.96,0.664,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),4,April,Delta,South South,South,Riverine_Confluence,239.34,2659.36,8.5,27.96,0.664,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),5,May,Delta,South South,South,Riverine_Confluence,319.12,2659.36,8.5,27.96,0.664,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),6,June,Delta,South South,South,Riverine_Confluence,398.9,2659.36,8.5,27.96,0.664,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),7,July,Delta,South South,South,Riverine_Confluence,478.68,2659.36,8.5,27.96,0.664,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),8,August,Delta,South South,South,Riverine_Confluence,292.53,2659.36,8.5,27.96,0.664,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),9,September,Delta,South South,South,Riverine_Confluence,425.5,2659.36,8.5,27.96,0.664,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),10,October,Delta,South South,South,Riverine_Confluence,186.16,2659.36,8.5,27.96,0.664,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),11,November,Delta,South South,South,Riverine_Confluence,53.19,2659.36,8.6,27.96,0.664,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),12,December,Delta,South South,South,Riverine_Confluence,0.0,2659.36,0.0,27.96,0.664,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),1,January,Edo,South South,South,Riverine_Confluence,22.92,2292.05,6.6,28.13,0.725,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),2,February,Edo,South South,South,Riverine_Confluence,68.76,2292.05,6.6,28.13,0.725,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),3,March,Edo,South South,South,Riverine_Confluence,137.52,2292.05,6.6,28.13,0.725,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),4,April,Edo,South South,South,Riverine_Confluence,206.28,2292.05,6.6,28.13,0.725,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),5,May,Edo,South South,South,Riverine_Confluence,275.05,2292.05,6.6,28.13,0.725,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),6,June,Edo,South South,South,Riverine_Confluence,343.81,2292.05,6.6,28.13,0.725,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),7,July,Edo,South South,South,Riverine_Confluence,412.57,2292.05,6.6,28.13,0.725,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),8,August,Edo,South South,South,Riverine_Confluence,252.13,2292.05,6.6,28.13,0.725,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),9,September,Edo,South South,South,Riverine_Confluence,366.73,2292.05,6.6,28.13,0.725,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),10,October,Edo,South South,South,Riverine_Confluence,160.44,2292.05,6.6,28.13,0.725,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),11,November,Edo,South South,South,Riverine_Confluence,45.84,2292.05,6.6,28.13,0.725,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),12,December,Edo,South South,South,Riverine_Confluence,0.0,2292.05,0.0,28.13,0.725,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),1,January,Lagos,South West,South,Coastal_Urban,21.39,2139.23,13.8,28.29,0.786,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),2,February,Lagos,South West,South,Coastal_Urban,64.18,2139.23,13.8,28.29,0.786,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),3,March,Lagos,South West,South,Coastal_Urban,128.35,2139.23,13.8,28.29,0.786,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),4,April,Lagos,South West,South,Coastal_Urban,192.53,2139.23,13.8,28.29,0.786,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),5,May,Lagos,South West,South,Coastal_Urban,256.71,2139.23,13.8,28.29,0.786,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),6,June,Lagos,South West,South,Coastal_Urban,320.88,2139.23,13.8,28.29,0.786,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),7,July,Lagos,South West,South,Coastal_Urban,385.06,2139.23,13.8,28.29,0.786,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),8,August,Lagos,South West,South,Coastal_Urban,235.32,2139.23,13.8,28.29,0.786,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),9,September,Lagos,South West,South,Coastal_Urban,342.28,2139.23,13.8,28.29,0.786,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),10,October,Lagos,South West,South,Coastal_Urban,149.75,2139.23,13.8,28.29,0.786,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),11,November,Lagos,South West,South,Coastal_Urban,42.78,2139.23,13.8,28.29,0.786,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),12,December,Lagos,South West,South,Coastal_Urban,0.0,2139.23,0.0,28.29,0.786,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),1,January,Ogun,South West,South,Coastal_Urban,17.92,1792.41,13.4,28.02,0.718,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),2,February,Ogun,South West,South,Coastal_Urban,53.77,1792.41,13.4,28.02,0.718,1.047,0,0,None,0,0,0,0,0.0
2007,1990-2009 (Baseline),3,March,Ogun,South West,South,Coastal_Urban,107.54,1792.41,13.4,28.02,0.718,1.047,0,0,None,0,0,0,0,0.0
